1 495500000 1.224468 1.223458
2 50000000 0.124805 0.062353
2 99500000 0.246326 0.125982
2 149000000 0.368570 0.183946
2 198500000 0.495491 0.248860
2 248000000 0.612037 0.311279
2 297500000 0.742243 0.370268
2 347000000 0.867863 0.432872
2 396500000 0.989797 0.493786
2 446000000 1.109439 0.557551
2 495500000 1.237857 0.614429
3 50000000 0.125157 0.043876
3 99500000 0.258316 0.085440
3 149000000 0.373741 0.126603
3 198500000 0.497620 0.172226
3 248000000 0.617537 0.210732
3 297500000 0.742399 0.253342
3 347000000 0.867244 0.299788
3 396500000 0.986371 0.334182
3 446000000 1.105338 0.380398
3 495500000 1.236786 0.419972
4 50000000 0.124561 0.033438
4 99500000 0.245096 0.089793
4 149000000 0.369461 0.098409
4 198500000 0.494272 0.134070
4 248000000 0.615392 0.165448
4 297500000 0.742658 0.219019
4 347000000 0.873638 0.244835
4 396500000 0.978787 0.261355
4 446000000 1.111155 0.291381
4 495500000 1.239883 0.324300
1 50000000 0.125036 0.125013
1 99500000 0.244967 0.249560
1 149000000 0.372774 0.372132
1 198500000 0.495257 0.495959
1 248000000 0.616365 0.617156
1 297500000 0.732233 0.737793
1 347000000 0.866852 0.867399
1 396500000 0.986890 0.992096
1 446000000 1.114889 1.111390
1 495500000 1.236270 1.239601
2 50000000 0.124631 0.061734
2 99500000 0.247437 0.124731
2 149000000 0.373143 0.186854
2 198500000 0.496029 0.247601
2 248000000 0.612495 0.308897
2 297500000 0.732730 0.373716
2 347000000 0.870091 0.432252
2 396500000 0.993156 0.495641
2 446000000 1.111583 0.555059
2 495500000 1.228439 0.616701
3 50000000 0.125825 0.042365
3 99500000 0.247534 0.084746
3 149000000 0.369981 0.125850
3 198500000 0.497064 0.170991
3 248000000 0.616481 0.212096
3 297500000 0.736275 0.258306
3 347000000 0.861568 0.294131
3 396500000 0.995300 0.338936
3 446000000 1.101495 0.376493
3 495500000 1.224421 0.419201
4 50000000 0.124450 0.036341
4 99500000 0.248319 0.068772
4 149000000 0.373108 0.097859
4 198500000 0.494645 0.128971
4 248000000 0.620915 0.164799
4 297500000 0.740329 0.198560
4 347000000 0.863837 0.225920
4 396500000 0.990089 0.260035
4 446000000 1.109178 0.289849
4 495500000 1.233874 0.323611
1 50000000 0.123783 0.123825
1 99500000 0.245218 0.245727
1 149000000 0.370952 0.369907
1 198500000 0.498898 0.497627
1 248000000 0.617983 0.618598
1 297500000 0.740597 0.739191
1 347000000 0.858737 0.868155
1 396500000 0.998828 0.979951
1 446000000 1.101751 1.114781
1 495500000 1.236515 1.240348
2 50000000 0.125528 0.062937
2 99500000 0.250681 0.124117
2 149000000 0.373231 0.186805
2 198500000 0.517131 0.245735
2 248000000 0.619934 0.308565
2 297500000 0.741078 0.373559
2 347000000 0.858185 0.433382
2 396500000 0.991321 0.495062
2 446000000 1.109413 0.558086
2 495500000 1.242450 0.617777
3 50000000 0.125272 0.042964
3 99500000 0.247730 0.084432
3 149000000 0.368874 0.128285
3 198500000 0.497313 0.168695
3 248000000 0.621269 0.209249
3 297500000 0.740551 0.255612
3 347000000 0.862219 0.301158
3 396500000 0.993007 0.337438
3 446000000 1.115220 0.382326
3 495500000 1.226727 0.420804
4 50000000 0.124735 0.035707
4 99500000 0.248449 0.068918
4 149000000 0.372217 0.101965
4 198500000 0.498605 0.128389
4 248000000 0.619549 0.164971
4 297500000 0.742368 0.194512
4 347000000 0.864632 0.229962
4 396500000 0.988027 0.272357
4 446000000 1.111166 0.314595
4 495500000 1.230765 0.321586
